典籍編號,典籍名稱,卷數,作譯者,type
T1264b,佛說穰麌梨童女經,1,唐 不空譯,text
T1265,佛說常瞿利毒女陀羅尼呪經,1,唐 瞿多譯,text
T1266,大聖天歡喜雙身毘那夜迦法,1,唐 不空譯,text
T1267,使呪法經,1,唐 菩提留支譯,text
T1268,大使呪法經,1,唐 菩提留支譯,text
T1269,佛說金色迦那鉢底陀羅尼經,1,唐 金剛智譯,text
T1270,大聖歡喜雙身大自在天毘那夜迦王歸依念誦供養法,1,唐 善無畏譯,text
T1271,摩訶毘盧遮那如來定惠均等入三昧耶身雙身大聖歡喜天菩薩修行祕密法儀軌,1,唐 不空譯,text
T1272,金剛薩埵說頻那夜迦天成就儀軌經,4,宋 法賢譯,text
T1273,毘那夜迦誐那鉢底瑜伽悉地品祕要,1,唐 含光記,text
T1274,大聖歡喜雙身毘那夜迦天形像品儀軌,1,唐 憬瑟撰,text
T1275,聖歡喜天式法,1,唐 般若惹羯羅撰,text
T1276,文殊師利菩薩根本大教王經金翅鳥王品,1,唐 不空譯,text
T1277,速疾立驗魔醯首羅天說阿尾奢法,1,唐 不空譯,text
T1278,迦樓羅及諸天密言經,1,唐 般若力譯,text
T1279,摩醯首羅天法要,1,"",text
T1280,摩醯首羅大自在天王神通化生伎藝天女念誦法,1,"",text
T1281,那羅延天共阿修羅王鬪戰法,1,唐 寶思惟譯,text
T1282,寶藏天女陀羅尼法,1,"",text
T1283,佛說寶藏神大明曼拏羅儀軌經,2,宋 法天譯,text
T1284,佛說聖寶藏神儀軌經,2,宋 法天譯,text
T1285,佛說寶賢陀羅尼經,1,宋 法賢譯,text
T1286,堅牢地天儀軌,1,唐 善無畏譯,text
T1287,大黑天神法,1,唐 神愷記,text
T1288,佛說最上祕密那拏天經,3,宋 法賢譯,text
T1289,佛說金毘羅童子威德經,1,唐 不空譯,text
T1290,焰羅王供行法次第,1,唐 阿謨伽撰,text
T1291,深沙大將儀軌,1,唐 不空譯,text
T1292,法華十羅剎法,1,"",text
T1293,般若守護十六善神王形體,1,唐 金剛智譯,text
T1294,施八方天儀則,1,"",text
T1295,供養護世八天法,1,唐 法全集,text
T1296,十天儀軌,1,"",text
T1297,供養十二大威德天報恩品,1,唐 不空譯,text
T1298,十二天供儀軌,1,"",text
T1299,文殊師利菩薩及諸仙所說吉凶時日善惡宿曜經,2,唐 不空譯,text
T1300,摩登伽經,2,吳 竺律炎支謙共譯,text
T1301,舍頭諫太子二十八宿經,1,西晉 竺法護譯,text
T1302,諸星母陀羅尼經,1,唐 法成譯,text
T1303,佛說聖曜母陀羅尼經,1,宋 法天譯,text
T1304,宿曜儀軌,1,唐 一行撰,text
T1305,北斗七星念誦儀軌,1,唐 金剛智譯,text
T1306,北斗七星護摩祕要儀軌,1,唐 不空述,text
T1307,佛說北斗七星延命經,1,"",text
T1308,七曜攘災決,2,唐 金俱吒撰,text
T1309,七曜星辰別行法,1,唐 一行撰,text
T1310,北斗七星護摩法,1,唐 一行撰,text
T1311,梵天火羅九曜,1,唐 一行述,text
T1312,難儞計濕嚩囉天說支輪經,1,宋 法賢譯,text
T1313,佛說救拔焰口餓鬼陀羅尼經,1,唐 不空譯,text
T1314,佛說救面然餓鬼陀羅尼神呪經,1,唐 實叉難陀譯,text
T1315,施諸餓鬼飲食及水法,1,唐 不空譯,text
T1316,佛說甘露經陀羅尼呪,1,唐 實叉難陀譯,text
T1317,甘露陀羅尼呪,1,唐 實叉難陀譯,text
T1318,瑜伽集要救阿難陀羅尼焰口軌儀經,1,唐 不空譯,text
T1319,瑜伽集要焰口施食起教阿難陀緣由,1,唐 不空譯,text
T1320,瑜伽集要焰口施食儀,1,"",text
T1321,佛說施餓鬼甘露味大陀羅尼經,1,唐 跋馱木阿譯,text
T1322,新集浴像儀軌,1,唐 慧琳述,text
T1323,除一切疾病陀羅尼經,1,唐 不空譯,text
T1324,能淨一切眼疾病陀羅尼經,1,唐 不空譯,text
T1325,佛說療痔病經,1,唐 義淨譯,text
T1326,佛說呪時氣病經,1,東晉 曇無蘭譯,text
T1327,佛說呪齒經,1,東晉 曇無蘭譯,text
T1328,佛說呪目經,1,東晉 曇無蘭譯,text
T1329,佛說呪小兒經,1,東晉 曇無蘭譯,text
T1330,囉嚩拏說救療小兒疾病經,1,宋 法賢譯,text
T1331,佛說灌頂經,12,東晉 帛尸梨蜜多羅譯,text
T1332,七佛八菩薩所說大陀羅尼神呪經,4,失譯,text
T1333,虛空藏菩薩問七佛陀羅尼呪經,1,失譯,text
T1334,如來方便善巧呪經,1,隋 闍那崛多譯,text
T1335,大吉義神呪經,4,元魏 曇曜譯,text
T1336,陀羅尼雜集,10,失譯,text
T1337,種種雜呪經,1,北周 闍那崛多譯,text
T1338,呪三首經,1,唐 地婆訶羅譯,text
T1339,大方等陀羅尼經,4,北涼 法眾譯,text
T1340,大法炬陀羅尼經,20,隋 闍那崛多譯,text
T1341,大威德陀羅尼經,20,隋 闍那崛多譯,text
T1342,佛說無崖際總持法門經,1,西秦 聖堅譯,text
T1343,尊勝菩薩所問一切諸法入無量門陀羅尼經,1,北齊 萬天懿譯,text
T1344,金剛上味陀羅尼經,1,元魏 佛陀扇多譯,text
T1345,金剛場陀羅尼經,1,隋 闍那崛多譯,text
T1346,諸佛集會陀羅尼經,1,唐 提雲般若等譯,text
T1347,息除中夭陀羅尼經,1,宋 施護譯,text
T1348,佛說十二佛名神呪校量功德除障滅罪經,1,隋 闍那崛多譯,text
T1349,佛說稱讚如來功德神呪經,1,唐 義淨譯,text
T1350,佛說一切如來名號陀羅尼經,1,宋 法賢譯,text
T1351,佛說持句神呪經,1,吳 支謙譯,text
T1352,佛說陀隣尼鉢經,1,東晉 曇無蘭譯,text
T1353,東方最勝燈王陀羅尼經,1,隋 闍那崛多譯,text
T1354,東方最勝燈王如來經,1,隋 闍那崛多等譯,text
T1355,佛說聖最上燈明如來陀羅尼經,1,宋 施護譯,text
T1356,佛說華積陀羅尼神呪經,1,吳 支謙譯,text
T1357,佛說師子奮迅菩薩所問經,1,失譯,text
T1358,佛說花聚陀羅尼呪經,1,失譯,text
T1359,佛說花積樓閣陀羅尼經,1,宋 施護譯,text
T1360,六門陀羅尼經,1,唐 玄奘譯,text
T1361,六門陀羅尼經論,1,世親菩薩造,text
T1362,佛說善夜經,1,唐 義淨譯,text
T1363,勝幢臂印陀羅尼經,1,唐 玄奘譯,text
T1364,妙臂印幢陀羅尼經,1,唐 實叉難陀譯,text
T1365,八名普密陀羅尼經,1,唐 玄奘譯,text
T1366,佛說祕密八名陀羅尼經,1,宋 法賢譯,text
T1367,佛說大普賢陀羅尼經,1,失譯,text
T1368,佛說大七寶陀羅尼經,1,失譯,text
T1369a,百千印陀羅尼經,1,唐 實叉難陀譯,text
T1369b,百千印陀羅尼經,1,唐 實叉難陀譯,text
T1370,佛說持明藏八大總持王經,1,宋 施護譯,text
T1371,佛說聖大總持王經,1,宋 施護譯,text
T1372,增慧陀羅尼經,1,宋 施護譯,text
T1373,佛說施一切無畏陀羅尼經,1,宋 施護等譯,text
T1374,佛說一切功德莊嚴王經,1,唐 義淨譯,text
T1375,佛說莊嚴王陀羅尼呪經,1,唐 義淨譯,text
T1376,佛說聖莊嚴陀羅尼經,2,宋 施護譯,text
T1377,佛說寶帶陀羅尼經,1,宋 施護譯,text
T1378a,佛說玄師颰陀所說神呪經,1,東晉 曇無蘭譯,text
T1378b,幻師颰陀神呪經,1,東晉 曇無蘭譯,text
T1379,佛說大愛陀羅尼經,1,宋 法賢譯,text
T1380,佛說善樂長者經,1,宋 法賢譯,text
T1381,佛說大吉祥陀羅尼經,1,宋 法賢譯,text
T1382,佛說宿命智陀羅尼,1,宋 法賢譯,text
T1383,佛說宿命智陀羅尼經,1,宋 法賢譯,text
T1384,佛說鉢蘭那賒嚩哩大陀羅尼經,1,宋 法賢譯,text
T1385,佛說俱枳羅陀羅尼經,1,宋 法賢譯,text
T1386,佛說妙色陀羅尼經,1,宋 法賢譯,text
T1387,佛說栴檀香身陀羅尼經,1,宋 法賢譯,text
T1388,佛說無畏陀羅尼經,1,宋 法賢譯,text
T1389,佛說無量壽大智陀羅尼,1,宋 法賢譯,text
T1390,佛說洛叉陀羅尼經,1,宋 法賢譯,text
T1391,佛說檀特羅麻油述經,1,東晉 曇無蘭譯,text
T1392,大寒林聖難拏陀羅尼經,1,宋 法天譯,text
T1393,佛說摩尼羅亶經,1,東晉 曇無蘭譯,text
T1394,佛說安宅神呪經,1,失譯,text
T1395,拔濟苦難陀羅尼經,1,唐 玄奘譯,text
T1396,佛說拔除罪障呪王經,1,唐 義淨譯,text
T1397,智炬陀羅尼經,1,唐 提雲般若等譯,text
T1398,佛說智光滅一切業障陀羅尼經,1,宋 施護譯,text
T1399,佛說滅除五逆罪大陀羅尼經,1,宋 法賢譯,text
T1400,佛說消除一切災障寶髻陀羅尼經,1,宋 法賢譯,text
T1401,佛說大金剛香陀羅尼經,1,宋 施護譯,text
T1402,消除一切閃電障難隨求如意陀羅尼經,1,宋 施護譯,text
T1403,佛說如意摩尼陀羅尼經,1,宋 施護譯,text
T1404,佛說如意寶總持王經,1,宋 施護譯,text
T1405,佛說息除賊難陀羅尼經,1,宋 法賢譯,text
T1406,佛說辟除賊害呪經,1,"",text
T1407,佛說辟除諸惡陀羅尼經,1,宋 法賢譯,text
T1408,佛說最上意陀羅尼經,1,宋 施護譯,text
T1409,佛說聖最勝陀羅尼經,1,宋 施護譯,text
T1410,佛說勝幡瓔珞陀羅尼經,1,宋 施護譯,text
T1411,佛說蓮華眼陀羅尼經,1,宋 施護譯,text
T1412,佛說寶生陀羅尼經,1,宋 施護譯,text
T1413,佛說尊勝大明王經,1,宋 施護譯,text
T1414,佛說金身陀羅尼經,1,宋 施護譯,text
T1415,大金剛妙高山樓閣陀羅尼,1,宋 施護譯,text
T1416,金剛摧碎陀羅尼,1,宋 慈賢譯,text
T1417,佛說壞相金剛陀羅尼經,1,元 沙囉巴譯,text
T1418,佛說一切如來安像三昧儀軌經,1,宋 施護譯,text
T1419,佛說造像量度經解,1,清 工布查布譯解,text
T1420,龍樹五明論,2,"",text
T1421,彌沙塞部和醯五分律,30,劉宋 佛陀什共竺道生等譯,text
T1422a,彌沙塞五分戒本,1,劉宋 佛陀什等譯,text
T1422b,五分戒本,1,劉宋 佛陀什等譯,text
T1423,五分比丘尼戒本,1,梁 明徽集,text
T1424,彌沙塞羯磨本,1,唐 愛同錄,text
T1425,摩訶僧祇律,40,東晉 佛陀跋陀羅共法顯譯,text
T1426,摩訶僧祇律大比丘戒本,1,東晉 佛陀跋陀羅譯,text
T1427,摩訶僧祇比丘尼戒本,1,東晉 法顯共覺賢譯,text
T1428,四分律,60,姚秦 佛陀耶舍共竺佛念等譯,text
T1429,四分律比丘戒本,1,後秦 佛陀耶舍譯,text
T1430,四分僧戒本,1,後秦 佛陀耶舍譯,text
T1431,四分比丘尼戒本,1,後秦 佛陀耶舍譯,text
T1432,曇無德律部雜羯磨,1,曹魏 康僧鎧譯,text
T1433,羯磨,1,曹魏 曇諦譯,text
T1434,四分比丘尼羯磨法,1,劉宋 求那跋摩譯,text
T1435,十誦律,61,後秦 弗若多羅共羅什譯,text
T1436,十誦比丘波羅提木叉戒本,1,姚秦 鳩摩羅什譯,text
T1437,十誦比丘尼波羅提木叉戒本,1,劉宋 法顯集出,text
T1438,大沙門百一羯磨法,1,"",text
T1439,十誦羯磨比丘要用,1,劉宋 僧璩撰出,text
T1440,薩婆多毘尼毘婆沙,9,失譯,text
T1441,薩婆多部毘尼摩得勒伽,10,劉宋 僧伽跋摩譯,text
T1442,根本說一切有部毘奈耶,50,唐 義淨譯,text
T1443,根本說一切有部苾芻尼毘奈耶,20,唐 義淨譯,text
T1444,根本說一切有部毘奈耶出家事,4,唐 義淨譯,text
T1445,根本說一切有部毘奈耶安居事,1,唐 義淨譯,text
T1446,根本說一切有部毘奈耶隨意事,1,唐 義淨譯,text
T1447,根本說一切有部毘奈耶皮革事,2,唐 義淨譯,text
T1448,根本說一切有部毘奈耶藥事,18,唐 義淨譯,text
T1449,根本說一切有部毘奈耶羯恥那衣事,1,唐 義淨譯,text
T1450,根本說一切有部毘奈耶破僧事,20,唐 義淨譯,text
T1451,根本說一切有部毘奈耶雜事,40,唐 義淨譯,text
T1452,根本說一切有部尼陀那目得迦,10,唐 義淨譯,text
T1453,根本說一切有部百一羯磨,10,唐 義淨譯,text
T1454,根本說一切有部戒經,1,唐 義淨譯,text
T1455,根本說一切有部苾芻尼戒經,1,唐 義淨譯,text
T1456,根本說一切有部毘奈耶尼陀那目得迦攝頌,1,唐 義淨譯,text
T1457,根本說一切有部略毘奈耶雜事攝頌,1,唐 義淨譯,text
T1458,根本薩婆多部律攝,14,尊者勝友造  唐 義淨譯,text
T1459,根本說一切有部毘奈耶頌,3,尊者毘舍佉造  唐 義淨譯,text
T1460,解脫戒經,1,元魏 般若流支譯,text
T1461,律二十二明了論,1,弗陀多羅多造  陳 真諦譯,text
T1462,善見律毘婆沙,18,蕭齊 僧伽跋陀羅譯,text
T1463,毘尼母經,8,失譯,text
T1464,鼻奈耶,10,姚秦 竺佛念譯,text
T1465,舍利弗問經,1,失譯,text
T1466,優波離問佛經,1,宋 求那跋摩譯,text
T1467a,佛說犯戒罪報輕重經,1,後漢 安世高譯,text
T1467b,佛說犯戒罪報輕重經,1,"",text
T1468,佛說目連所問經,1,宋 法天譯,text
T1469,佛說迦葉禁戒經,1,宋 沮渠京聲譯,text
T1470,大比丘三千威儀,2,後漢 安世高譯,text
T1471,沙彌十戒法并威儀,1,失譯,text
T1472,沙彌威儀,1,宋 求那跋摩譯,text
T1473,佛說沙彌十戒儀則經,1,宋 施護譯,text
T1474,沙彌尼戒經,1,失譯,text
T1475,沙彌尼離戒文,1,失譯,text
T1476,佛說優婆塞五戒相經,1,宋 求那跋摩譯,text
T1477,佛說戒消災經,1,吳 支謙譯,text
T1478,大愛道比丘尼經,2,失譯,text
T1479,佛說苾芻五法經,1,宋 法天譯,text
T1480,佛說苾芻迦尸迦十法經,1,宋 法天譯,text
T1481,佛說五恐怖世經,1,宋 沮渠京聲譯,text
T1482,佛阿毘曇經出家相品,2,陳 真諦譯,text
T1483a,佛說目連問戒律中五百輕重事,1,失譯,text
T1483b,佛說目連問戒律中五百輕重事經,2,失譯,text
T1484,梵網經,2,後秦 鳩摩羅什譯,text
T1485,菩薩瓔珞本業經,2,姚秦 竺佛念譯,text
T1486,受十善戒經,1,失譯,text
T1487,佛說菩薩內戒經,1,宋 求那跋摩譯,text
T1488,優婆塞戒經,7,北涼 曇無讖譯,text
T1489,清淨毘尼方廣經,1,後秦 鳩摩羅什譯,text
T1490,寂調音所問經,1,宋 法海譯,text
T1491,菩薩藏經,1,梁 僧伽婆羅譯,text
T1492,佛說舍利弗悔過經,1,後漢 安世高譯,text
T1493,大乘三聚懺悔經,1,隋 闍那崛多共笈多等譯,text
T1494,佛說淨業障經,1,失譯,text
T1495,善恭敬經,1,隋 闍那崛多譯,text
T1496,佛說正恭敬經,1,元魏 佛陀扇多譯,text
T1497,佛說大乘戒經,1,宋 施護譯,text
T1498,佛說八種長養功德經,1,宋 法護等譯,text
T1499,菩薩戒羯磨文,1,彌勒菩薩說  唐 玄奘譯,text
T1500,菩薩戒本,1,慈氏菩薩說  北涼 曇無讖譯,text
T1501,菩薩戒本,1,彌勒菩薩說  唐 玄奘譯,text
T1502,菩薩受齋經,1,西晉 聶道真譯,text
T1503,優婆塞五戒威儀經,1,宋 求那跋摩譯,text
T1504,菩薩五法懺悔文,1,失譯,text
T1505,四阿鋡暮抄解,2,婆素跋陀造  符秦 鳩摩羅佛提等譯,text
T1506,三法度論,3,東晉 僧伽提婆譯,text
T1507,分別功德論,5,失譯附後漢錄,text
T1508,阿含口解十二因緣經,1,後漢 安玄共嚴佛調譯,text
T1509,大智度論,100,龍樹菩薩造  後秦 鳩摩羅什譯,text
T1510a,金剛般若論,2,無著菩薩造  隋 達磨笈多譯,text
T1510b,金剛般若波羅蜜經論,3,無著菩薩造  隋 達磨笈多譯,text
T1511,金剛般若波羅蜜經論,3,天親菩薩造  元魏 菩提流支譯,text
T1512,金剛仙論,10,世親菩薩造  金剛仙論師釋  元魏 菩提流支譯,text
T1513,能斷金剛般若波羅蜜多經論釋,3,無著菩薩造頌  世親菩薩釋  唐 義淨譯,text
T1514,能斷金剛般若波羅蜜多經論頌,1,無著菩薩造  唐 義淨譯,text
T1515,金剛般若波羅蜜經破取著不壞假名論,2,功德施菩薩造  唐 地婆訶羅等譯,text
T1516,聖佛母般若波羅蜜多九頌精義論,2,勝德赤衣菩薩造  宋 法護等譯,text
T1517,佛母般若波羅蜜多圓集要義釋論,4,三寶尊菩薩造  大域龍菩薩造本論  宋 施護等譯,text
T1518,佛母般若波羅蜜多圓集要義論,1,大域龍菩薩造  宋 施護等譯,text
T1519,妙法蓮華經憂波提舍,2,大乘論師婆藪槃豆釋  後魏 菩提留支共曇林等譯,text
T1520,妙法蓮華經論優波提舍,1,婆藪般豆菩薩造  元魏 勒那摩提共僧朗等譯,text
T1521,十住毘婆沙論,17,聖者龍樹造  後秦 鳩摩羅什譯,text
T1522,十地經論,12,天親菩薩造  後魏 菩提流支等譯,text
T1523,大寶積經論,4,後魏 菩提流支譯,text
T1524,無量壽經優波提舍,1,婆藪槃豆菩薩造  元魏 菩提流支譯,text
T1525,彌勒菩薩所問經論,9,後魏 菩提流支譯,text
T1526,寶髻經四法憂波提舍,1,天親菩薩造  元魏 毘目智仙譯,text
T1527,涅槃論,1,婆藪槃豆作  元魏 達磨菩提譯,text
T1528,涅槃經本有今無偈論,1,天親菩薩造  陳 真諦譯,text
T1529,遺教經論,1,天親菩薩造  陳 真諦譯,text
T1530,佛地經論,7,親光菩薩等造  唐 玄奘譯,text
T1531,文殊師利菩薩問菩提經論,2,天親菩薩造  元魏 菩提流支譯,text
T1532,勝思惟梵天所問經論,4,天親菩薩造  後魏 菩提流支譯,text
T1533,轉法輪經憂波提舍,1,天親菩薩造  元魏 毘目智仙譯,text
T1534,三具足經憂波提舍,1,元魏 毘目智仙譯,text
T1535,大乘四法經釋,1,"",text
T1536,阿毘達磨集異門足論,20,尊者舍利子說  唐 玄奘譯,text
T1537,阿毘達磨法蘊足論,12,尊者大目乾連造  唐 玄奘譯,text
T1538,施設論,7,宋 法護等譯,text
T1539,阿毘達磨識身足論,16,提婆設摩造  唐 玄奘譯,text
T1540,阿毘達磨界身足論,3,尊者世友造  唐 玄奘譯,text
T1541,眾事分阿毘曇論,12,尊者世友造  宋 求那跋陀羅共菩提耶舍譯,text
T1542,阿毘達磨品類足論,18,尊者世友造  唐 玄奘譯,text
T1543,阿毘曇八犍度論,30,迦栴延子造  符秦 僧伽提婆共竺佛念譯,text
T1544,阿毘達磨發智論,20,迦多衍尼子造  唐 玄奘譯,text
T1545,阿毘達磨大毘婆沙論,200,五百大阿羅漢等造  唐 玄奘譯,text
T1546,阿毘曇毘婆沙論,60,迦旃延子造  五百羅漢釋  北涼 浮陀跋摩共道泰等譯,text
T1547,鞞婆沙論,14,尸陀槃尼撰  符秦 僧伽跋澄譯,text
T1548,舍利弗阿毘曇論,30,姚秦 曇摩耶舍共曇摩崛多等譯,text
T1549,尊婆須蜜菩薩所集論,10,尊婆須蜜造  符秦 僧伽跋澄等譯,text
T1550,阿毘曇心論,4,尊者法勝造  晉 僧迦提婆共慧遠等譯,text
T1551,阿毘曇心論經,6,法勝論  優波扇多釋  高齊 那連提耶舍譯,text
T1552,雜阿毘曇心論,11,尊者法救造  宋 僧伽跋摩等譯,text
T1553,阿毘曇甘露味論,2,尊者瞿沙造  失譯,text
T1554,入阿毘達磨論,2,塞建陀羅造  唐 玄奘譯,text
T1555,五事毘婆沙論,2,尊者法救造  唐 玄奘譯,text
T1556,薩婆多宗五事論,1,唐 法成譯,text
T1557,阿毘曇五法行經,1,後漢 安世高譯,text
T1558,阿毘達磨俱舍論,30,尊者世親造  唐 玄奘譯,text
T1559,阿毘達磨俱舍釋論,22,婆藪盤豆造  陳 真諦譯,text
T1560,阿毘達磨俱舍論本頌,1,世親菩薩造  唐 玄奘譯,text
T1561,俱舍論實義疏,5,尊者安惠造,text
T1562,阿毘達磨順正理論,80,尊者眾賢造  唐 玄奘譯,text
T1563,阿毘達磨藏顯宗論,40,尊者眾賢造  唐 玄奘譯,text
T1564,中論,4,龍樹菩薩造  梵志青目釋  姚秦 鳩摩羅什譯,text
T1565,順中論,2,龍樹菩薩造  無著菩薩釋  元魏 瞿曇般若流支譯,text
T1566,般若燈論釋,15,偈本龍樹菩薩  釋論分別明菩薩  唐 波羅頗蜜多羅譯,text
T1567,大乘中觀釋論,9,安慧菩薩造  宋 惟淨等譯,text
T1568,十二門論,1,龍樹菩薩造  姚秦 鳩摩羅什譯,text
T1569,百論,2,提婆菩薩造  婆藪開士釋  姚秦 鳩摩羅什譯,text
T1570,廣百論本,1,聖天菩薩造  唐 玄奘譯,text
T1571,大乘廣百論釋論,10,聖天菩薩本  護法菩薩釋  唐 玄奘譯,text
T1572,百字論,1,提婆菩薩造  後魏 菩提流支譯,text
T1573,壹輸盧迦論,1,龍樹菩薩造  後魏 瞿曇般若留支譯,text
T1574,大乘破有論,1,龍樹菩薩造  宋 施護譯,text
T1575,六十頌如理論,1,龍樹菩薩造  宋 施護譯,text
T1576,大乘二十頌論,1,龍樹菩薩造  宋 施護譯,text
T1577,大丈夫論,2,提婆羅菩薩造  北涼 道泰譯,text
T1578,大乘掌珍論,2,清辯菩薩造  唐 玄奘譯,text
T1579,瑜伽師地論,100,彌勒菩薩說  唐 玄奘譯,text
T1580,瑜伽師地論釋,1,最勝子等造  唐 玄奘譯,text
T1581,菩薩地持經,10,北涼 曇無讖譯,text
T1582,菩薩善戒經,9,劉宋 求那跋摩譯,text
T1583,菩薩善戒經,1,劉宋 求那跋摩譯,text
T1584,決定藏論,3,梁 真諦譯,text
T1585,成唯識論,10,護法等菩薩造  唐 玄奘譯,text
T1586,唯識三十論頌,1,世親菩薩造  唐 玄奘譯,text
T1587,轉識論,1,陳 真諦譯,text
T1588,唯識論,1,天親菩薩造  後魏 瞿曇般若流支譯,text
T1589,大乘唯識論,1,天親菩薩造  陳 真諦譯,text
T1590,唯識二十論,1,世親菩薩造  唐 玄奘譯,text
T1591,成唯識寶生論,5,護法菩薩造  唐 義淨譯,text
T1592,攝大乘論,2,阿僧伽作  後魏 佛陀扇多譯,text
T1593,攝大乘論,3,無著菩薩造  陳 真諦譯,text
T1594,攝大乘論本,3,無著菩薩造  唐 玄奘譯,text
T1595,攝大乘論釋,15,世親菩薩釋  陳 真諦譯,text
T1596,攝大乘論釋論,10,世親菩薩造  隋 笈多共行矩等譯,text
T1597,攝大乘論釋,10,世親菩薩造  唐 玄奘譯,text
T1598,攝大乘論釋,10,無性菩薩造  唐 玄奘譯,text
T1599,中邊分別論,2,天親菩薩造  陳 真諦譯,text
T1600,辯中邊論,3,世親菩薩造  唐 玄奘譯,text
T1601,辯中邊論頌,1,彌勒菩薩說  唐 玄奘譯,text
T1602,顯揚聖教論,20,無著菩薩造  唐 玄奘譯,text
T1603,顯揚聖教論頌,1,無著菩薩造  唐 玄奘譯,text
T1604,大乘莊嚴經論,13,無著菩薩造  唐 波羅頗蜜多羅譯,text
T1605,大乘阿毘達磨集論,7,無著菩薩造  唐 玄奘譯,text
T1606,大乘阿毘達磨雜集論,16,安慧菩薩糅  唐 玄奘譯,text
T1607,六門教授習定論,1,無著本  世親釋  唐 義淨譯,text
T1608,業成就論,1,天親菩薩造  元魏 毘目智仙譯,text
T1609,大乘成業論,1,世親菩薩造  唐 玄奘譯,text
T1610,佛性論,4,天親菩薩造  陳 真諦譯,text
T1611,究竟一乘寶性論,4,後魏 勒那摩提譯,text
T1612,大乘五蘊論,1,世親菩薩造  唐 玄奘譯,text
T1613,大乘廣五蘊論,1,安慧菩薩造  唐 地婆訶羅譯,text
T1614,大乘百法明門論,1,天親菩薩造  唐 玄奘譯,text
T1615,王法正理論,1,彌勒菩薩造  唐 玄奘譯,text
T1616,十八空論,1,龍樹菩薩造  陳 真諦譯,text
T1617,三無性論,2,陳 真諦譯,text
T1618,顯識論,1,陳 真諦譯,text
T1619,無相思塵論,1,陳那菩薩造  陳 真諦譯,text
T1620,解捲論,1,陳那菩薩造  陳 真諦譯,text
T1621,掌中論,1,陳那菩薩造  唐 義淨譯,text
T1622,取因假設論,1,陳那菩薩造  唐 義淨譯,text
T1623,觀總相論頌,1,陳那菩薩造  唐 義淨譯,text
T1624,觀所緣緣論,1,陳那菩薩造  唐 玄奘譯,text
T1625,觀所緣論釋,1,護法菩薩造  唐 義淨譯,text
T1626,大乘法界無差別論,1,堅慧菩薩造  唐 提雲般若等譯,text
T1627,大乘法界無差別論,1,堅慧菩薩造  唐 提雲般若譯,text
T1628,因明正理門論本,1,大域龍菩薩造  唐 玄奘譯,text
T1629,因明正理門論,1,大域龍菩薩造  唐 義淨譯,text
T1630,因明入正理論,1,南羯羅主菩薩造  唐 玄奘譯,text
T1631,迴諍論,1,龍樹菩薩造  後魏 毘目智仙共瞿曇流支譯,text
T1632,方便心論,1,後魏 吉迦夜譯,text
T1633,如實論,1,陳 真諦譯,text
T1634,入大乘論,2,堅意菩薩造  北涼 道泰等譯,text
T1635,大乘寶要義論,10,宋 法護等譯,text
T1636,大乘集菩薩學論,25,法稱菩薩造  宋 法護等譯,text
T1637,集大乘相論,2,覺吉祥智菩薩造  宋 施護譯,text
T1638,集諸法寶最上義論,2,善寂菩薩造  宋 施護譯,text
T1639,提婆菩薩破楞伽經中外道小乘四宗論,1,提波菩薩造  後魏 菩提流支譯,text
T1640,提婆菩薩釋楞伽經中外道小乘涅槃論,1,提波菩薩造  後魏 菩提流支譯,text
T1641,隨相論,1,德慧法師造  陳 真諦譯,text
T1642,金剛針論,1,法稱菩薩造  宋 法天譯,text
T1643,尼乾子問無我義經,1,馬鳴菩薩集  宋 日稱譯,text
T1644,佛說立世阿毘曇論,10,陳 真諦譯,text
T1645,彰所知論,2,發合思巴造  元 沙羅巴譯,text
T1646,成實論,16,訶梨跋摩造  姚秦 鳩摩羅什譯,text
T1647,四諦論,4,婆藪跋摩造  陳 真諦譯,text
T1648,解脫道論,12,優波底沙造  梁 僧伽婆羅譯,text
T1649,三彌底部論,3,失譯,text
T1650,辟支佛因緣論,2,失譯,text
T1651,十二因緣論,1,淨意菩薩造  後魏 菩提流支譯,text
T1652,緣生論,1,欝楞迦造  隋 達磨笈多譯,text
T1653,大乘緣生論,1,欝楞迦造  唐 不空譯,text
T1654,因緣心論頌因緣心論釋,1,龍猛菩薩造,text
T1655,止觀門論頌,1,世親菩薩造  唐 義淨譯,text
T1656,寶行王正論,1,陳 真諦譯,text
T1657,手杖論,1,釋迦稱造  唐 義淨譯,text
T1658,諸教決定名義論,1,慈氏菩薩造  宋 施護譯,text
T1659,發菩提心經論,2,天親菩薩造  後秦 鳩摩羅什譯,text
T1660,菩提資糧論,6,龍樹本  自在比丘釋  隋 達磨笈多譯,text
T1661,菩提心離相論,1,龍樹菩薩造  宋 施護譯,text
T1662,菩提行經,4,龍樹菩薩集頌  宋 天息災譯,text
T1663,菩提心觀釋,1,宋 法天譯,text
T1664,廣釋菩提心論,4,蓮華戒菩薩造  宋 施護譯,text
T1665,金剛頂瑜伽中發阿耨多羅三藐三菩提心論,1,唐 不空譯,text
T1666,大乘起信論,1,馬鳴菩薩造  梁 真諦譯,text
T1667,大乘起信論,2,馬鳴菩薩造  唐 實叉難陀譯,text
T1668,釋摩訶衍論,10,龍樹菩薩造  姚秦 筏提摩多譯,text
T1669,大宗地玄文本論,20,馬鳴菩薩造  陳 真諦譯,text
